75	251
75	223
75	163
75	335
75	332
75	359
75	133
75	235
75	341
75	331
75	347
75	248
75	360
75	243
163	226
163	156
163	347
163	234
163	351
163	160
163	219
163	213
163	342
163	330
163	243
163	225
163	244
163	239
163	249
163	337
163	340
163	252
163	372
163	250
376	340
376	335
376	243
376	338
376	350
376	168
376	231
376	153
376	167
376	334
376	142
376	347
376	136
376	220
376	132
376	346
376	241
376	358
376	332
376	230
376	236
376	344
376	342
376	245
680	235
680	226
680	335
680	163
680	248
680	219
680	220
680	185
680	234
680	167
680	349
680	350
680	238
680	215
680	225
680	246
680	338
680	174
680	232
680	136
680	221
680	240
680	241
680	223
680	142
680	230
680	169
680	242
680	120
680	141
680	348
680	339
680	247
746	340
746	342
746	253
746	336
746	122
746	215
746	348
746	251
746	133
746	160
746	355
746	219
746	153
746	229
923	332
923	353
923	339
923	331
923	252
923	334
923	346
923	333
923	358
923	349
923	120
923	220
935	249
935	351
935	242
935	337
935	122
935	141
935	221
935	247
935	167
935	156
935	227
1029	167
1029	349
1029	238
1029	249
1029	359
1029	253
1029	348
1029	163
1029	141
1029	223
1029	168
1029	226
1029	360
1029	213
1029	219
1029	228
1029	165
1029	132
1029	240
1029	139
1029	196
1029	353
1029	227
1029	241
1029	120
1029	147
1029	334
1029	345
1029	215
1029	350
1029	221
1029	338
1029	233
1029	174
1029	156
1029	344
1029	247
1029	136
1029	239
1029	351
1029	231
1029	330
1029	329
1029	358
1029	230
1029	339
1029	333
1029	224
1029	355
1029	242
1029	252
1029	122
1029	331
1029	153
1029	234
1029	208
1029	222
1029	225
1029	236
1029	142
1029	243
1029	372
1029	169
1029	220
1029	190
1029	216
1029	337
1029	354
1029	138
1029	199
1029	237
1029	170
1029	347
1029	244
1029	352
1029	152
1029	229
1029	335
1029	336
1029	155
1029	332
1029	248
1029	250
1029	246
1029	160
1029	357
1029	245
1029	185
1029	342
1029	133
1029	235
1029	341
1029	178
1029	159
1029	343
1029	328
1029	232
1029	340
1029	346
1029	251
1034	328
1034	223
1034	235
1034	250
1034	248
1034	241
1034	335
1034	141
1034	199
1034	343
1034	122
1034	333
1142	215
1142	160
1142	199
1142	245
1142	234
1142	352
1142	246
1142	178
1142	141
1142	343
1142	196
1142	139
1142	219
1142	122
1142	239
1142	224
1142	238
1142	232
1142	233
1142	344
1142	226
1142	213
1142	156
1142	329
1142	230
1142	372
1142	248
1400	238
1400	155
1400	343
1400	240
1400	120
1400	232
1400	215
1400	330
1400	152
1400	251
1400	174
1400	213
1400	147
1400	253
1400	237
2095	250
2095	132
2095	168
2095	347
2095	243
2095	224
2095	358
2095	213
2095	220
2095	219
2095	252
2095	245
2095	178
2095	142
2095	233
2095	253
2095	225
2095	353
2095	234
2095	248
2095	228
2095	346
2095	227
2095	337
2095	238
2095	223
2863	222
2863	216
2863	360
2863	249
2863	226
2863	122
2863	253
2863	220
2863	250
2863	213
2863	155
2866	208
2866	330
2866	329
2866	346
2866	246
2866	219
2866	165
2866	331
2866	249
2866	245
2866	351
2866	355
2866	224
2866	250
2866	342
2866	221
2866	359
2866	156
2866	337
2866	169
2866	226
2866	231
2866	372
2866	243
2922	349
2922	141
2922	138
2922	236
2922	222
2922	226
2922	245
2922	239
2922	178
2922	120
2922	346
2922	147
2922	339
2922	330
4111	215
4111	223
4111	355
4111	163
4111	167
4111	331
4111	141
4111	228
4111	246
4111	120
4111	241
4111	372
4111	344
4111	335
4111	147
4111	334
4111	235
4111	168
4111	338
4111	165
4111	178
4111	348
4111	352
4111	229
4111	339
4111	247
4111	155
4111	337
4111	329
4111	208
4111	251
4111	239
4111	243
4111	199
4111	353
4111	350
4111	185
4111	328
4111	174
4111	213
4111	244
4111	133
4111	160
4111	138
4111	242
4111	169
4111	236
4111	159
4111	237
4111	226
4111	342
4111	227
4111	216
4111	333
4111	252
4111	221
4111	156
4111	250
4111	332
4111	122
4111	253
4111	139
4111	347
4111	346
4111	231
4111	234
4111	220
4111	190
4111	343
4111	354
4111	196
4111	360
4111	351
4111	359
4111	358
4111	357
4111	349
4111	245
4111	233
4111	224
4111	170
4111	230
4111	238
4111	219
4111	330
4111	336
4111	225
4111	136
4111	249
4111	132
4111	248
4111	340
4111	153
4111	345
4111	152
4111	341
4111	232
4111	240
4111	222
4111	142
4259	234
4259	174
4259	215
4259	248
4259	251
4259	348
4259	337
4259	328
4259	153
4259	345
4259	221
4259	346
4259	139
4259	343
4259	236
4318	246
4318	222
4318	253
4318	163
4318	220
4318	348
4318	333
4318	225
4318	243
4318	165
4318	244
4435	252
4435	208
4435	251
4435	163
4435	120
4435	335
4435	328
4435	345
4435	138
4435	238
4435	349
4435	239
4435	139
4435	147
4435	339
4435	352
4435	225
4435	213
4435	220
4435	153
4435	232
4435	347
4435	341
4435	353
4435	231
4435	358
4435	168
4435	133
4435	244
4435	159
4435	230
4435	248
4435	249
4435	340
4435	165
4435	221
4435	253
4435	333
4435	167
4865	343
4865	196
4865	120
4865	235
4865	156
4865	221
4865	252
4865	178
4865	344
4865	226
4865	249
4865	142
4891	222
4891	122
4891	352
4891	355
4891	230
4891	163
4891	346
4891	138
4891	228
4891	170
4891	142
4891	216
5077	233
5077	355
5077	133
5077	229
5077	335
5077	167
5077	338
5077	357
5077	352
5077	351
5077	339
5077	159
5077	142
5402	354
5402	357
5402	122
5402	352
5402	334
5402	340
5402	229
5402	241
5402	190
5402	251
5402	224
5402	196
5402	346
5402	223
5507	141
5507	348
5507	349
5507	347
5507	242
5507	372
5507	353
5507	228
5507	359
5507	231
5507	245
